ID,Data,Produto,Categoria,Quantidade,Preço
6600,2023-11-24 11:12:50,Caixa de Passagem,Elétricos,21,19.79
6601,2023-06-06 16:03:32,Corda,Segurança,12,59.59
6602,2023-12-13 19:32:30,Torneira,Hidráulicos,35,34.89
6603,2023-06-21 21:07:41,Luva,Hidráulicos,39,7.89
6604,2023-06-15 08:31:02,Fita Veda Rosca,Vedação,33,3.39
6605,2023-02-18 16:54:58,Lixa,Pintura,7,3.89
6606,2023-07-08 15:49:07,Interruptor,Elétricos,13,9.95
6607,2023-09-19 21:06:50,Botas,Segurança,41,79.79
6608,2023-05-18 20:15:23,Fechadura,Ferragens,40,29.89
6609,2023-06-08 02:40:20,Válvula,Hidráulicos,15,19.59
6610,2023-01-04 14:57:55,Tomada,Elétricos,23,3.99
6611,2023-03-09 19:46:13,Puxador,Ferragens,26,11.89
6612,2023-03-06 10:21:38,Porca,Ferragens,27,0.45
6613,2023-12-18 16:50:08,Furadeira,Ferramentas Elétricas,47,149.49
6614,2023-05-26 12:17:42,Resina,Pintura,26,49.99
6615,2023-02-05 11:08:15,Canaleta,Elétricos,46,14.59
6616,2023-04-08 22:48:52,Rolo,Pintura,21,14.89
6617,2023-06-27 00:39:34,Fita Isolante,Vedação,2,2.49
6618,2023-11-21 00:30:19,Silicone,Fixação,19,11.89
6619,2023-03-23 13:04:18,Pulverizador,Jardinagem,24,79.59
6620,2023-11-21 05:18:30,Óculos de Proteção,Segurança,16,19.99
6621,2023-08-20 11:23:44,Fechadura,Ferragens,27,29.89
6622,2023-12-28 15:37:18,Serrote,Ferramentas Manuais,37,29.59
6623,2023-04-07 06:30:01,Mangueira,Jardinagem,41,49.99
6624,2023-04-19 05:44:12,Capacete,Segurança,36,44.59
6625,2023-07-21 20:31:06,Areia,Construção,36,49.79
6626,2023-09-07 15:37:14,Lixa,Pintura,47,3.89
6627,2023-09-24 18:32:26,Capacete,Segurança,28,44.59
6628,2023-10-10 16:53:38,Luva,Segurança,32,7.89
6629,2023-06-25 19:20:32,Fita Dupla Face,Fixação,49,4.39
6630,2023-08-29 09:09:22,Caixa de Passagem,Elétricos,28,19.79
6631,2023-12-30 13:52:25,Bloco de Concreto,Construção,43,14.89
6632,2023-08-25 09:05:48,Parafuso,Ferragens,27,1.39
6633,2023-08-03 03:34:17,Tomada,Elétricos,40,3.99
6634,2023-09-20 02:42:09,Luva,Hidráulicos,24,7.89
6635,2023-09-17 16:10:20,Interruptor,Elétricos,18,9.95
6636,2023-11-09 00:17:39,Tubo PVC,Hidráulicos,3,9.89
6637,2023-01-23 14:45:38,Porca,Ferragens,30,0.45
6638,2023-06-26 10:39:19,Areia,Construção,21,49.79
6639,2023-02-21 22:51:03,Óculos de Proteção,Segurança,45,19.99
6640,2023-08-17 15:29:41,Registro,Hidráulicos,26,19.99
6641,2023-07-04 12:46:21,Fita Isolante,Vedação,21,2.49
6642,2023-12-04 22:51:55,Porca,Ferragens,31,0.45
6643,2023-01-29 10:07:03,Porca,Ferragens,25,0.45
6644,2023-04-08 20:22:05,Cimento,Construção,31,24.95
6645,2023-12-24 15:07:07,Fita Isolante,Vedação,33,2.49
6646,2023-04-09 13:10:25,Tinta Spray,Pintura,2,39.89
6647,2023-01-24 14:23:53,Fechadura,Ferragens,19,29.89
6648,2023-11-07 01:21:56,Lixa,Pintura,5,3.89
6649,2023-05-21 07:44:30,Serra Elétrica,Ferramentas Elétricas,42,249.79
6650,2023-05-26 21:09:12,Disjuntor,Elétricos,38,34.99
6651,2023-02-26 11:27:25,Furadeira,Ferramentas Elétricas,12,149.49
6652,2023-05-19 02:28:16,Martelo,Ferramentas Manuais,8,24.89
6653,2023-03-28 18:43:11,Registro,Hidráulicos,26,19.99
6654,2023-07-23 17:53:50,Tomada,Elétricos,17,3.99
6655,2023-08-26 10:34:17,Semente,Jardinagem,33,9.95
6656,2023-10-05 18:37:43,Luva,Hidráulicos,44,7.89
6657,2023-02-25 11:58:01,Bloco de Concreto,Construção,13,14.89
6658,2023-02-09 16:33:45,Luminária,Elétricos,16,49.59
6659,2023-01-07 04:58:23,Torneira,Hidráulicos,3,34.89
6660,2023-09-27 14:46:11,Porca,Ferragens,10,0.45
6661,2023-12-27 21:53:51,Serra Elétrica,Ferramentas Elétricas,35,249.79
6662,2023-01-17 02:24:42,Joelho,Hidráulicos,15,14.79
6663,2023-09-26 22:49:48,Furadeira,Ferramentas Elétricas,7,149.49
6664,2023-12-09 03:26:42,Talabarte,Segurança,25,34.89
6665,2023-06-16 18:47:20,Talabarte,Segurança,47,34.89
6666,2023-03-17 23:39:56,Chave Philips,Ferramentas Manuais,47,14.95
6667,2023-01-12 11:10:40,Fita Dupla Face,Fixação,47,4.39
6668,2023-09-26 11:53:00,Adesivo,Fixação,24,4.39
6669,2023-09-23 08:19:01,Fita Isolante,Vedação,46,2.49
6670,2023-06-23 02:58:46,Condulete,Elétricos,27,7.89
6671,2023-08-03 17:14:36,Tinta Latex,Pintura,44,59.89
6672,2023-01-21 16:58:34,Fita Crepe,Fixação,6,2.95
6673,2023-04-22 11:25:02,PU,Fixação,11,9.95
6674,2023-03-13 08:17:46,Porca,Ferragens,6,0.45
6675,2023-07-07 04:12:28,Fita Isolante,Vedação,44,2.49
6676,2023-06-30 02:03:38,Fita Dupla Face,Fixação,21,4.39
6677,2023-09-07 21:32:27,Registro,Hidráulicos,15,19.99
6678,2023-10-18 15:09:19,Escada,Segurança,27,199.49
6679,2023-04-13 21:04:06,Pincel,Pintura,23,4.89
6680,2023-05-20 12:18:27,Alicate,Ferramentas Manuais,49,19.79
6681,2023-09-23 05:21:08,Resina,Pintura,27,49.99
6682,2023-02-13 01:40:43,Trinco,Ferragens,27,7.39
6683,2023-01-23 11:15:05,Dobradiça,Ferragens,42,4.39
6684,2023-07-28 01:27:36,Resina,Pintura,36,49.99
6685,2023-07-29 10:02:23,Grama m2,Jardinagem,34,14.95
6686,2023-12-10 02:09:02,Interruptor,Elétricos,18,9.95
6687,2023-11-04 07:09:51,Fita Dupla Face,Fixação,23,4.39
6688,2023-01-16 23:37:11,Ralo,Hidráulicos,15,11.89
6689,2023-11-06 03:34:28,Talabarte,Segurança,47,34.89
6690,2023-10-25 00:47:06,Gancho,Segurança,33,14.89
6691,2023-08-18 23:32:34,Fechadura,Ferragens,33,29.89
6692,2023-01-18 20:25:17,Joelho,Hidráulicos,22,14.79
6693,2023-11-02 15:35:43,Semente,Jardinagem,37,9.95
6694,2023-12-01 20:18:03,Tomada,Elétricos,43,3.99
6695,2023-06-13 08:50:47,Tubo Cobre,Hidráulicos,42,24.95
6696,2023-10-11 10:07:36,Pulverizador,Jardinagem,29,79.59
6697,2023-08-14 12:33:17,Tomada,Elétricos,44,3.99
6698,2023-04-05 17:57:46,Semente,Jardinagem,36,9.95
6699,2023-07-15 16:00:22,Canaleta,Elétricos,23,14.59
6700,2023-02-21 06:49:23,Furadeira,Ferramentas Elétricas,37,149.49
6701,2023-03-28 03:39:57,Condulete,Elétricos,42,7.89
6702,2023-07-05 17:30:54,Chave Philips,Ferramentas Manuais,23,14.95
6703,2023-07-15 22:09:10,Luva,Segurança,44,7.89
6704,2023-10-13 21:33:43,Cortador de Azulejo,Ferramentas Elétricas,48,119.89
6705,2023-04-22 13:15:50,Óculos de Proteção,Segurança,19,19.99
6706,2023-07-24 15:47:39,Silicone,Fixação,19,11.89
6707,2023-02-28 22:22:02,Torneira,Hidráulicos,32,34.89
6708,2023-11-13 17:18:01,Dobradiça,Ferragens,26,4.39
6709,2023-07-04 10:23:10,Semente,Jardinagem,5,9.95
6710,2023-06-23 18:41:54,Esmerilhadeira,Ferramentas Elétricas,38,199.69
6711,2023-11-21 22:09:49,Prego,Ferragens,27,1.95
6712,2023-12-23 23:24:22,Tubo PVC,Hidráulicos,25,9.89
6713,2023-04-21 05:55:33,Disjuntor,Elétricos,43,34.99
6714,2023-03-26 17:00:42,Bloco de Concreto,Construção,45,14.89
6715,2023-03-09 16:33:42,Martelo,Ferramentas Manuais,25,24.89
6716,2023-01-07 08:23:54,PU,Fixação,16,9.95
6717,2023-08-18 15:47:40,Lixa,Pintura,2,3.89
6718,2023-10-15 22:36:14,Tinta Latex,Pintura,31,59.89
6719,2023-06-05 13:33:40,Talabarte,Segurança,6,34.89
6720,2023-03-20 20:01:07,Lixa,Pintura,27,3.89
6721,2023-07-03 16:54:47,Lixa,Pintura,13,3.89
6722,2023-02-23 08:08:14,Rastelo,Jardinagem,30,34.49
6723,2023-12-07 07:28:08,Esmerilhadeira,Ferramentas Elétricas,45,199.69
6724,2023-01-29 11:48:09,Areia,Construção,20,49.79
6725,2023-10-25 03:02:49,Prego,Ferragens,13,1.95
6726,2023-12-31 02:40:15,Serra Elétrica,Ferramentas Elétricas,47,249.79
6727,2023-11-02 21:17:27,Luva,Hidráulicos,34,7.89
6728,2023-09-02 22:50:17,Grama m2,Jardinagem,32,14.95
6729,2023-03-31 11:45:19,Grama m2,Jardinagem,24,14.95
6730,2023-07-21 00:22:14,Grama m2,Jardinagem,42,14.95
6731,2023-11-01 14:19:04,Luminária,Elétricos,38,49.59
6732,2023-06-10 02:12:46,Luva,Hidráulicos,19,7.89
6733,2023-04-22 11:46:56,Conexão,Hidráulicos,15,4.89
6734,2023-02-25 02:10:10,Corda,Segurança,3,59.59
6735,2023-10-22 08:17:45,Areia,Construção,11,49.79
6736,2023-08-29 03:45:50,Capacete,Segurança,28,44.59
6737,2023-06-12 13:01:31,Rolo,Pintura,42,14.89
6738,2023-07-15 07:33:57,Colete,Segurança,13,89.99
6739,2023-05-03 10:16:48,Cortador de Azulejo,Ferramentas Elétricas,41,119.89
6740,2023-05-14 01:54:00,Rastelo,Jardinagem,23,34.49
6741,2023-07-24 15:10:47,Parafuso,Ferragens,34,1.39
6742,2023-08-01 09:42:23,Torneira,Hidráulicos,17,34.89
6743,2023-02-05 04:00:04,Colete,Segurança,13,89.99
6744,2023-03-26 01:16:47,Puxador,Ferragens,48,11.89
6745,2023-01-10 14:23:21,Serrote,Ferramentas Manuais,26,29.59
6746,2023-04-26 10:55:48,Capacete,Segurança,2,44.59
6747,2023-09-11 21:00:14,Areia,Construção,10,49.79
6748,2023-12-01 07:56:56,Resina,Pintura,9,49.99
6749,2023-07-18 13:51:56,Prego,Ferragens,22,1.95
6750,2023-07-25 02:55:49,Fita Veda Rosca,Vedação,27,3.39
6751,2023-11-24 11:52:16,Condulete,Elétricos,46,7.89
6752,2023-12-16 04:05:56,Máscara,Segurança,49,9.89
6753,2023-10-25 15:05:19,Semente,Jardinagem,44,9.95
6754,2023-10-16 16:23:43,Verniz,Pintura,10,24.79
6755,2023-10-20 06:47:10,Adesivo,Fixação,20,4.39
6756,2023-07-11 00:23:42,Rastelo,Jardinagem,31,34.49
6757,2023-11-18 07:36:26,Furadeira,Ferramentas Elétricas,38,149.49
6758,2023-02-24 07:43:42,Fita Dupla Face,Fixação,40,4.39
6759,2023-11-16 23:55:39,Semente,Jardinagem,9,9.95
6760,2023-03-19 09:57:46,Capacete,Segurança,38,44.59
6761,2023-09-20 17:57:05,Chave de Fenda,Ferramentas Manuais,25,10.39
6762,2023-11-29 15:12:21,Trena,Ferramentas Manuais,5,34.99
6763,2023-08-15 12:44:54,Serra Elétrica,Ferramentas Elétricas,22,249.79
6764,2023-10-12 10:51:34,Trena,Ferramentas Manuais,44,34.99
6765,2023-10-07 08:41:01,Tijolo,Construção,48,0.75
6766,2023-03-04 13:07:58,Silicone,Fixação,19,11.89
6767,2023-05-03 15:21:16,Trena,Ferramentas Manuais,47,34.99
6768,2023-05-04 05:52:47,Canaleta,Elétricos,27,14.59
6769,2023-05-24 16:24:38,Serrote,Ferramentas Manuais,33,29.59
6770,2023-10-15 00:38:01,Resina,Pintura,49,49.99
6771,2023-06-07 11:55:47,Chave de Impacto,Ferramentas Elétricas,28,179.29
6772,2023-07-17 15:34:29,Máscara,Segurança,24,9.89
6773,2023-09-14 12:26:44,Tubo Cobre,Hidráulicos,9,24.95
6774,2023-02-03 11:22:58,Registro,Hidráulicos,37,19.99
6775,2023-07-23 06:43:01,Rolo,Pintura,33,14.89
6776,2023-03-11 21:02:45,Furadeira,Ferramentas Elétricas,29,149.49
6777,2023-08-26 11:20:41,Máscara,Segurança,3,9.89
6778,2023-07-08 02:33:52,Chave de Impacto,Ferramentas Elétricas,11,179.29
6779,2023-07-19 15:50:39,Removedor de Tinta,Pintura,17,19.59
6780,2023-11-23 08:34:20,Esmerilhadeira,Ferramentas Elétricas,40,199.69
6781,2023-12-04 21:06:51,PU,Fixação,36,9.95
6782,2023-11-04 03:31:11,Caixa de Passagem,Elétricos,46,19.79
6783,2023-08-30 04:25:53,Condulete,Elétricos,23,7.89
6784,2023-06-08 23:23:38,Condulete,Elétricos,9,7.89
6785,2023-11-11 17:27:12,Gancho,Segurança,24,14.89
6786,2023-09-01 08:28:26,Fechadura,Ferragens,18,29.89
6787,2023-01-16 17:21:02,Esmerilhadeira,Ferramentas Elétricas,34,199.69
6788,2023-08-16 05:17:19,Esmerilhadeira,Ferramentas Elétricas,7,199.69
6789,2023-07-15 00:22:35,Tinta Latex,Pintura,25,59.89
6790,2023-03-02 02:34:26,Adesivo,Fixação,40,4.39
6791,2023-01-12 22:16:14,Telha,Construção,40,9.95
6792,2023-04-01 14:01:36,Talabarte,Segurança,20,34.89
6793,2023-06-20 07:09:31,Caixa de Passagem,Elétricos,29,19.79
6794,2023-05-11 12:10:35,Tubo Cobre,Hidráulicos,45,24.95
6795,2023-11-03 09:58:42,Fita Dupla Face,Fixação,7,4.39
6796,2023-05-29 09:21:03,Cola,Fixação,12,5.89
6797,2023-07-27 22:58:52,Pincel,Pintura,38,4.89
6798,2023-04-16 17:12:11,Ralo,Hidráulicos,3,11.89
6799,2023-11-30 20:05:30,Cimento,Construção,18,24.95
6800,2023-07-20 10:43:09,Cortador de Azulejo,Ferramentas Elétricas,34,119.89
6801,2023-11-16 00:16:48,Serrote,Ferramentas Manuais,42,29.59
6802,2023-06-30 01:16:23,Torneira,Hidráulicos,38,34.89
6803,2023-11-22 08:48:42,Chave de Impacto,Ferramentas Elétricas,39,179.29
6804,2023-04-19 15:21:50,Talabarte,Segurança,46,34.89
6805,2023-10-04 15:02:56,Mangueira,Jardinagem,35,49.99
6806,2023-12-16 13:41:10,Removedor de Tinta,Pintura,38,19.59
6807,2023-09-09 19:18:55,Joelho,Hidráulicos,17,14.79
6808,2023-07-08 13:09:37,Fita Dupla Face,Fixação,32,4.39
6809,2023-08-12 21:19:27,Serrote,Ferramentas Manuais,10,29.59
6810,2023-09-12 06:11:29,Silicone,Fixação,23,11.89
6811,2023-12-11 21:20:33,Disjuntor,Elétricos,15,34.99
6812,2023-09-29 23:10:54,Rastelo,Jardinagem,35,34.49
6813,2023-04-26 00:03:03,Escada,Segurança,31,199.49
6814,2023-07-24 10:14:55,Luminária,Elétricos,42,49.59
6815,2023-02-01 16:40:33,Rolo,Pintura,30,14.89
6816,2023-11-26 14:23:03,Torneira,Hidráulicos,41,34.89
6817,2023-05-19 17:01:54,Máscara,Segurança,34,9.89
6818,2023-05-14 19:53:58,Capacete,Segurança,37,44.59
6819,2023-01-11 17:07:44,Prego,Ferragens,47,1.95
6820,2023-07-09 07:56:27,Dobradiça,Ferragens,39,4.39
6821,2023-05-22 23:10:12,Fita Crepe,Fixação,44,2.95
6822,2023-05-01 00:38:13,Tijolo,Construção,24,0.75
6823,2023-10-07 23:06:29,Tubo Cobre,Hidráulicos,40,24.95
6824,2023-04-20 21:07:20,Óculos de Proteção,Segurança,22,19.99
6825,2023-01-22 15:07:35,Puxador,Ferragens,23,11.89
6826,2023-06-01 05:28:17,Fita Dupla Face,Fixação,5,4.39
6827,2023-09-09 22:39:03,Condulete,Elétricos,27,7.89
6828,2023-06-10 16:54:39,Canaleta,Elétricos,39,14.59
6829,2023-07-06 00:33:55,Pincel,Pintura,25,4.89
6830,2023-01-07 05:34:34,Esmerilhadeira,Ferramentas Elétricas,24,199.69
6831,2023-09-12 00:26:04,Esmerilhadeira,Ferramentas Elétricas,15,199.69
6832,2023-07-02 01:26:36,Fita Isolante,Vedação,7,2.49
6833,2023-02-08 18:27:47,Caixa de Passagem,Elétricos,39,19.79
6834,2023-07-19 19:08:05,Fita Veda Rosca,Vedação,44,3.39
6835,2023-11-25 16:30:09,Semente,Jardinagem,10,9.95
6836,2023-09-29 07:49:47,PU,Fixação,9,9.95
6837,2023-02-21 11:53:32,Luva,Hidráulicos,48,7.89
6838,2023-04-21 07:03:56,Prego,Ferragens,31,1.95
6839,2023-10-18 08:54:02,Adesivo,Fixação,28,4.39
6840,2023-09-19 22:17:14,Tinta Latex,Pintura,2,59.89
6841,2023-09-01 10:43:57,Puxador,Ferragens,18,11.89
6842,2023-12-31 15:12:56,Chave de Impacto,Ferramentas Elétricas,44,179.29
6843,2023-06-25 19:44:00,Tubo PVC,Hidráulicos,42,9.89
6844,2023-09-07 08:17:06,Botas,Segurança,31,79.79
6845,2023-11-25 06:59:25,Esmerilhadeira,Ferramentas Elétricas,40,199.69
6846,2023-04-17 21:48:14,Condulete,Elétricos,43,7.89
6847,2023-09-29 10:41:04,Luva,Segurança,32,7.89
6848,2023-10-30 10:23:20,Fechadura,Ferragens,40,29.89
6849,2023-03-19 07:25:22,Prego,Ferragens,37,1.95
6850,2023-10-26 00:14:43,Adesivo,Fixação,17,4.39
6851,2023-05-02 06:39:46,Semente,Jardinagem,44,9.95
6852,2023-01-13 14:12:23,Porca,Ferragens,22,0.45
6853,2023-05-12 23:08:07,Trinco,Ferragens,35,7.39
6854,2023-08-08 18:13:44,Tubo Cobre,Hidráulicos,29,24.95
6855,2023-05-21 15:50:46,Chave Philips,Ferramentas Manuais,31,14.95
6856,2023-10-16 05:41:15,Canaleta,Elétricos,46,14.59
6857,2023-11-16 23:53:58,Grama m2,Jardinagem,38,14.95
6858,2023-11-03 02:26:53,Conexão,Hidráulicos,35,4.89
6859,2023-07-29 02:08:52,Fita Antichamas,Vedação,34,7.89
6860,2023-07-09 11:15:20,Tijolo,Construção,14,0.75
6861,2023-11-28 19:33:20,Lâmpada,Elétricos,39,4.39
6862,2023-05-31 05:59:57,Silicone,Fixação,44,11.89
6863,2023-03-08 12:06:21,Bloco de Concreto,Construção,47,14.89
6864,2023-11-08 12:26:47,Botas,Segurança,48,79.79
6865,2023-08-01 03:43:54,Adesivo,Fixação,47,4.39
6866,2023-12-12 20:48:11,Capacete,Segurança,24,44.59
6867,2023-11-09 22:17:20,Luminária,Elétricos,23,49.59
6868,2023-01-22 13:05:34,Disjuntor,Elétricos,1,34.99
6869,2023-09-23 19:05:00,Óculos de Proteção,Segurança,22,19.99
6870,2023-05-07 11:08:07,Resina,Pintura,6,49.99
6871,2023-06-19 07:35:10,Pulverizador,Jardinagem,6,79.59
6872,2023-07-05 11:20:00,Luva,Segurança,4,7.89
6873,2023-05-17 16:16:35,Colete,Segurança,13,89.99
6874,2023-08-13 12:47:32,Fita Dupla Face,Fixação,25,4.39
6875,2023-01-16 20:40:03,Furadeira,Ferramentas Elétricas,7,149.49
6876,2023-02-21 21:40:43,Grama m2,Jardinagem,21,14.95
6877,2023-08-06 03:10:39,Joelho,Hidráulicos,34,14.79
6878,2023-05-16 09:22:47,Tubo Cobre,Hidráulicos,18,24.95
6879,2023-05-01 05:56:28,Colete,Segurança,1,89.99
6880,2023-11-16 22:18:41,Grama m2,Jardinagem,16,14.95
6881,2023-05-18 23:16:37,Ralo,Hidráulicos,40,11.89
6882,2023-11-06 20:46:36,Canaleta,Elétricos,6,14.59
6883,2023-01-11 12:04:03,Registro,Hidráulicos,27,19.99
6884,2023-06-19 11:18:40,Dobradiça,Ferragens,5,4.39
6885,2023-09-23 00:36:48,Chave Philips,Ferramentas Manuais,33,14.95
6886,2023-07-24 04:10:35,Luva,Hidráulicos,44,7.89
6887,2023-02-01 06:28:18,Resina,Pintura,48,49.99
6888,2023-09-27 16:50:56,Máscara,Segurança,30,9.89
6889,2023-09-22 12:39:06,Válvula,Hidráulicos,18,19.59
6890,2023-09-17 12:20:33,Canaleta,Elétricos,39,14.59
6891,2023-09-28 23:06:41,Removedor de Tinta,Pintura,6,19.59
6892,2023-06-30 23:38:05,Pulverizador,Jardinagem,3,79.59
6893,2023-12-10 06:38:46,Luva,Segurança,43,7.89
6894,2023-11-23 13:01:45,Óculos de Proteção,Segurança,37,19.99
6895,2023-04-15 14:21:17,Chave Philips,Ferramentas Manuais,20,14.95
6896,2023-04-14 04:51:44,Interruptor,Elétricos,26,9.95
6897,2023-02-15 18:11:52,Botas,Segurança,19,79.79
6898,2023-06-01 02:01:21,PU,Fixação,39,9.95
6899,2023-10-12 01:23:31,Vassoura,Jardinagem,18,24.79
6900,2023-12-08 04:34:19,Condulete,Elétricos,2,7.89
6901,2023-06-20 16:35:36,Luminária,Elétricos,47,49.59
6902,2023-09-18 00:19:28,Mangueira,Jardinagem,16,49.99
6903,2023-06-25 08:11:24,Colete,Segurança,11,89.99
6904,2023-01-06 19:34:37,Bloco de Concreto,Construção,40,14.89
6905,2023-05-17 23:41:42,Torneira,Hidráulicos,36,34.89
6906,2023-01-24 09:37:37,Óculos de Proteção,Segurança,11,19.99
6907,2023-08-08 13:19:12,Corda,Segurança,31,59.59
6908,2023-10-04 18:07:56,Porca,Ferragens,27,0.45
6909,2023-11-20 12:57:04,Chave de Fenda,Ferramentas Manuais,39,10.39
6910,2023-04-14 23:59:19,Furadeira,Ferramentas Elétricas,31,149.49
6911,2023-09-21 20:34:53,Prego,Ferragens,14,1.95
6912,2023-06-20 12:36:45,Luva,Segurança,46,7.89
6913,2023-03-13 11:58:51,Fechadura,Ferragens,3,29.89
6914,2023-07-07 18:49:46,PU,Fixação,43,9.95
6915,2023-05-07 18:39:22,Caixa de Passagem,Elétricos,22,19.79
6916,2023-02-24 22:49:24,Tubo PVC,Hidráulicos,40,9.89
6917,2023-01-23 09:31:09,Fita Veda Rosca,Vedação,10,3.39
6918,2023-06-11 10:42:53,Serrote,Ferramentas Manuais,12,29.59
6919,2023-06-17 09:58:35,Parafuso,Ferragens,25,1.39
6920,2023-07-17 12:54:44,Puxador,Ferragens,9,11.89
6921,2023-10-06 16:30:55,Alicate,Ferramentas Manuais,35,19.79
6922,2023-05-25 09:23:11,Fita Dupla Face,Fixação,11,4.39
6923,2023-07-03 19:57:35,Botas,Segurança,18,79.79
6924,2023-06-24 12:48:40,Fita Dupla Face,Fixação,12,4.39
6925,2023-11-21 18:30:01,Telha,Construção,31,9.95
6926,2023-12-02 15:58:21,Gancho,Segurança,46,14.89
6927,2023-03-02 11:09:00,Cortador de Azulejo,Ferramentas Elétricas,11,119.89
6928,2023-08-23 05:13:50,Areia,Construção,23,49.79
6929,2023-09-06 12:29:22,Silicone,Fixação,1,11.89
6930,2023-11-23 00:27:40,Telha,Construção,46,9.95
6931,2023-10-06 15:58:13,Vassoura,Jardinagem,43,24.79
6932,2023-10-07 23:49:51,Botas,Segurança,38,79.79
6933,2023-10-29 00:31:22,Chave Philips,Ferramentas Manuais,46,14.95
6934,2023-03-18 10:29:12,Rolo,Pintura,24,14.89
6935,2023-07-10 21:55:09,Tubo Cobre,Hidráulicos,35,24.95
6936,2023-08-31 13:03:35,Cola,Fixação,16,5.89
6937,2023-08-28 15:51:54,Luminária,Elétricos,5,49.59
6938,2023-02-04 05:52:42,Ralo,Hidráulicos,4,11.89
6939,2023-02-23 04:05:36,Fita Isolante,Vedação,7,2.49
6940,2023-12-01 16:31:15,Interruptor,Elétricos,8,9.95
6941,2023-09-06 17:24:54,Furadeira,Ferramentas Elétricas,45,149.49
6942,2023-10-25 05:50:09,Lâmpada,Elétricos,38,4.39
6943,2023-06-17 07:34:31,Botas,Segurança,20,79.79
6944,2023-07-05 09:44:46,Escada,Segurança,4,199.49
6945,2023-10-18 11:08:19,Alicate,Ferramentas Manuais,43,19.79
6946,2023-12-04 05:43:45,Serra Elétrica,Ferramentas Elétricas,4,249.79
6947,2023-05-17 02:10:27,Cortador de Azulejo,Ferramentas Elétricas,3,119.89
6948,2023-03-16 00:04:18,Interruptor,Elétricos,35,9.95
6949,2023-07-30 09:34:00,Tinta Spray,Pintura,1,39.89
6950,2023-05-10 18:53:19,Botas,Segurança,2,79.79
6951,2023-08-30 23:06:44,Fita Isolante,Vedação,47,2.49
6952,2023-06-22 22:25:17,Talabarte,Segurança,29,34.89
6953,2023-03-05 17:20:23,Conexão,Hidráulicos,13,4.89
6954,2023-05-31 02:23:40,Talabarte,Segurança,39,34.89
6955,2023-04-21 01:21:56,Escada,Segurança,43,199.49
6956,2023-05-21 12:03:42,Tomada,Elétricos,32,3.99
6957,2023-12-26 18:04:16,Vassoura,Jardinagem,3,24.79
6958,2023-04-09 13:02:17,Dobradiça,Ferragens,20,4.39
6959,2023-01-23 13:44:23,Mangueira,Jardinagem,47,49.99
6960,2023-05-06 12:24:21,Mangueira,Jardinagem,37,49.99
6961,2023-02-23 13:22:06,Botas,Segurança,5,79.79
6962,2023-02-25 03:40:51,Parafuso,Ferragens,14,1.39
6963,2023-09-29 08:55:25,Mangueira,Jardinagem,35,49.99
6964,2023-04-29 08:51:52,Mangueira,Jardinagem,28,49.99
6965,2023-03-09 21:02:34,Bloco de Concreto,Construção,27,14.89
6966,2023-06-16 03:17:04,Pulverizador,Jardinagem,4,79.59
6967,2023-02-15 16:39:44,Válvula,Hidráulicos,12,19.59
6968,2023-08-11 16:32:21,Condulete,Elétricos,45,7.89
6969,2023-07-05 16:19:52,Silicone,Fixação,40,11.89
6970,2023-09-16 01:00:33,Vassoura,Jardinagem,30,24.79
6971,2023-10-14 05:11:29,Luva,Segurança,10,7.89
6972,2023-10-06 19:21:26,Parafuso,Ferragens,7,1.39
6973,2023-12-31 07:56:40,Bloco de Concreto,Construção,2,14.89
6974,2023-04-24 03:39:49,Porca,Ferragens,20,0.45
6975,2023-01-31 11:25:42,Tomada,Elétricos,29,3.99
6976,2023-12-18 12:56:02,PU,Fixação,43,9.95
6977,2023-05-12 03:39:24,Cola,Fixação,37,5.89
6978,2023-05-13 20:36:52,Cortador de Azulejo,Ferramentas Elétricas,16,119.89
6979,2023-09-19 05:24:12,Chave de Impacto,Ferramentas Elétricas,45,179.29
6980,2023-03-11 11:30:06,Vassoura,Jardinagem,34,24.79
6981,2023-11-28 04:38:44,Pulverizador,Jardinagem,29,79.59
6982,2023-10-18 01:11:44,Chave de Fenda,Ferramentas Manuais,11,10.39
6983,2023-06-24 03:11:52,Pincel,Pintura,40,4.89
6984,2023-04-25 05:00:01,Trena,Ferramentas Manuais,2,34.99
6985,2023-07-24 03:50:47,Vassoura,Jardinagem,48,24.79
6986,2023-07-26 04:46:32,Luminária,Elétricos,45,49.59
6987,2023-04-21 18:41:45,Tubo PVC,Hidráulicos,5,9.89
6988,2023-10-21 02:34:38,Alicate,Ferramentas Manuais,7,19.79
6989,2023-10-23 03:41:40,Conexão,Hidráulicos,29,4.89
6990,2023-09-13 09:21:09,Tubo PVC,Hidráulicos,17,9.89
6991,2023-03-03 12:29:48,Tinta Latex,Pintura,45,59.89
6992,2023-06-10 01:08:23,Capacete,Segurança,44,44.59
6993,2023-04-16 18:54:38,Escada,Segurança,46,199.49
6994,2023-06-25 07:50:58,Chave de Fenda,Ferramentas Manuais,48,10.39
6995,2023-08-12 06:48:13,Tubo PVC,Hidráulicos,10,9.89
6996,2023-02-20 18:27:24,Luva,Segurança,12,7.89
6997,2023-10-14 17:32:10,Mangueira,Jardinagem,28,49.99
6998,2023-04-11 03:35:20,Luminária,Elétricos,17,49.59
6999,2023-08-01 19:55:41,Removedor de Tinta,Pintura,15,19.59
7000,2023-07-28 15:21:18,Chave de Impacto,Ferramentas Elétricas,48,179.29
